ID,LINKEDIN,HRTRAINING,SICKDAYS
14588,Yes,Yes,17
14589,Yes,No,7
14590,No,No,12
14591,Yes,No,11
14592,No,Yes,12
14593,Yes,No,13
14594,No,No,8
14595,Yes,No,5
14596,Yes,Yes,16
14597,Yes,No,13
14598,Yes,Yes,15
14599,Yes,No,14
14600,No,No,9
14601,No,No,9
14602,No,No,6
14603,Yes,Yes,19
14604,No,No,10
14605,No,Yes,5
14606,No,No,14
14607,Yes,Yes,9
14608,No,Yes,10
14609,No,No,12
14610,No,Yes,11
14611,No,No,7
14612,No,Yes,10
14613,Yes,Yes,17
14614,No,No,15
14615,Yes,Yes,9
14616,Yes,No,10
14617,No,Yes,13
14618,Yes,No,10
14619,Yes,No,16
14620,No,Yes,14
14621,Yes,Yes,7
14622,Yes,No,13
14623,Yes,No,12
14624,No,No,8
14625,Yes,No,7
14626,No,No,6
14627,Yes,No,7
14628,Yes,No,13
14629,No,No,8
14630,No,No,5
14631,Yes,Yes,5
14632,No,No,10
14633,No,No,16
14634,Yes,No,9
14635,Yes,No,14
14636,Yes,No,6
14637,No,Yes,7
14638,Yes,Yes,17
14639,Yes,No,8
14640,Yes,No,13
14641,Yes,No,14
14642,Yes,No,12
14643,No,Yes,6
14644,Yes,No,11
14645,Yes,No,9
14646,Yes,Yes,9
14647,Yes,No,9
14648,No,Yes,10
14649,Yes,No,13
14650,No,No,6
14651,Yes,No,11
14652,Yes,No,11
14653,No,No,13
14654,No,No,14
14655,No,Yes,10
14656,No,No,14
14657,No,No,7
14658,Yes,Yes,10
14659,Yes,No,5
14660,Yes,No,20
14661,Yes,No,7
14662,Yes,No,18
14663,Yes,No,15
14664,Yes,No,12
14665,Yes,No,12
14666,No,Yes,9
14667,No,No,12
14668,Yes,Yes,18
14669,No,No,10
14670,No,No,6
14671,Yes,No,7
14672,Yes,No,10
14673,Yes,Yes,11
14674,Yes,Yes,9
14675,No,Yes,15
14676,No,No,9
14677,No,No,7
14678,Yes,Yes,13
14679,Yes,No,11
14680,No,No,11
14681,Yes,No,3
14682,Yes,No,5
14683,No,No,12
14684,Yes,Yes,15
14685,No,No,12
14686,No,Yes,11
14687,Yes,No,9
14688,Yes,Yes,17
14689,Yes,No,10
14690,No,Yes,11
14691,Yes,No,8
14692,Yes,No,11
14693,No,No,9
14694,No,No,12
14695,No,No,10
14696,Yes,Yes,20
14697,Yes,No,8
14698,No,No,11
14699,No,No,11
14700,Yes,Yes,6
14701,Yes,Yes,10
14702,No,Yes,17
14703,Yes,No,9
14704,Yes,Yes,14
14705,Yes,Yes,17
14706,Yes,Yes,10
14707,No,No,7
14708,No,Yes,9
14709,Yes,No,11
14710,No,No,12
14711,Yes,Yes,16
14712,No,No,8
14713,No,No,12
14714,Yes,No,8
14715,Yes,Yes,14
14716,Yes,Yes,5
14717,Yes,No,6
14718,Yes,No,10
14719,No,Yes,5
14720,Yes,Yes,13
14721,Yes,No,10
14722,No,No,12
14723,Yes,No,8
14724,No,Yes,12
14725,Yes,No,10
14726,No,Yes,10
14727,No,Yes,14
14728,No,No,10
14729,Yes,No,13
14730,Yes,Yes,15
14731,No,No,11
14732,No,No,12
14733,Yes,No,7
14734,Yes,No,9
14735,No,No,5
14736,Yes,Yes,12
14737,No,Yes,10
14738,No,Yes,7
14739,Yes,Yes,14
14740,No,No,10
14741,No,No,7
14742,Yes,Yes,8
14743,No,No,13
14744,No,No,10
14745,Yes,No,5
14746,Yes,No,17
14747,Yes,No,6
14748,Yes,No,9
14749,No,No,11
14750,No,Yes,11
14751,No,No,6
14752,Yes,No,11
14753,No,No,10
14754,No,No,16
14755,No,Yes,10
14756,No,No,16
14757,No,No,11
14758,Yes,No,13
14759,No,Yes,7
14760,No,No,5
14761,No,No,8
14762,No,Yes,9
14763,No,No,8
14764,Yes,Yes,11
14765,Yes,Yes,8
14766,Yes,No,13
14767,Yes,No,7
14768,No,Yes,12
14769,No,No,10
14770,No,Yes,7
14771,Yes,No,9
14772,Yes,No,11
14773,No,No,10
14774,No,No,11
14775,Yes,No,8
14776,No,Yes,9
14777,No,No,7
14778,No,No,9
14779,No,Yes,15
14780,Yes,Yes,12
14781,No,No,10
14782,Yes,No,8
14783,Yes,No,12
14784,Yes,No,17
14785,No,Yes,8
14786,Yes,Yes,11
14787,Yes,No,9
14788,Yes,No,11
14789,No,No,10
14790,Yes,Yes,13
14791,Yes,No,12
14792,No,Yes,7
14793,Yes,No,12
14794,Yes,No,10
14795,Yes,No,7
14796,No,No,7
14797,No,Yes,7
14798,No,Yes,14
14799,No,Yes,14
14800,No,No,12
14801,Yes,No,7
14802,Yes,No,15
14803,Yes,No,11
14804,Yes,Yes,11
14805,No,Yes,10
14806,No,No,3
14807,Yes,No,10
14808,No,Yes,5
14809,Yes,No,12
14810,No,Yes,15
14811,No,No,9
14812,Yes,Yes,12
14813,No,Yes,9
14814,Yes,No,4
14815,Yes,Yes,9
14816,No,No,15
14817,Yes,No,16
14818,Yes,Yes,7
14819,Yes,Yes,18
14820,No,Yes,9
14821,No,No,15
14822,No,No,14
14823,No,No,10
14824,No,No,14
14825,Yes,No,12
14826,Yes,Yes,13
14827,Yes,No,2
14828,Yes,No,14
14829,No,Yes,7
14830,Yes,Yes,12
14831,Yes,No,9
14832,Yes,No,6
14833,Yes,Yes,12
14834,Yes,Yes,11
14835,Yes,No,10
14836,No,No,11
14837,Yes,Yes,7
14838,No,No,7
14839,Yes,No,11
14840,No,No,12
14841,Yes,No,10
14842,Yes,Yes,16
14843,Yes,Yes,13
14844,No,No,7
14845,No,No,9
14846,Yes,No,16
14847,Yes,Yes,9
14848,Yes,No,13
14849,No,No,9
14850,Yes,Yes,7
14851,No,No,10
14852,Yes,No,13
14853,No,No,11
14854,Yes,Yes,7
14855,No,No,12
14856,No,No,6
14857,Yes,No,12
14858,No,No,8
14859,No,No,12
14860,Yes,Yes,8
14861,Yes,No,14
14862,Yes,No,10
14863,No,Yes,12
14864,No,No,8
14865,Yes,Yes,15
14866,Yes,No,10
14867,No,Yes,5
14868,Yes,No,11
14869,No,Yes,21
14870,No,Yes,15
14871,Yes,Yes,15
14872,Yes,No,9
14873,No,No,7
14874,Yes,Yes,12
14875,Yes,No,4
14876,Yes,Yes,11
14877,No,No,12
14878,Yes,No,16
14879,No,No,10
14880,Yes,No,12
14881,Yes,Yes,17
14882,No,Yes,7
14883,Yes,Yes,11
14884,No,Yes,8
14885,No,No,18
14886,Yes,No,9
14887,Yes,No,8
14888,Yes,No,14
14889,Yes,No,14
14890,No,No,12
14891,No,No,10
14892,No,No,8
14893,Yes,Yes,9
14894,Yes,Yes,11
14895,Yes,No,8
14896,Yes,Yes,8
14897,Yes,No,14
14898,Yes,No,9
14899,No,No,10
14900,No,No,10
14901,Yes,No,5
14902,No,No,13
14903,Yes,No,8
14904,Yes,Yes,12
14905,No,Yes,10
14906,Yes,Yes,15
14907,No,No,11
14908,No,Yes,2
14909,No,Yes,10
14910,No,Yes,9
14911,No,Yes,11
14912,No,No,11
14913,Yes,No,17
14914,No,No,13
14915,Yes,Yes,11
14916,No,No,8
14917,No,No,14
14918,Yes,Yes,9
14919,Yes,No,12
14920,No,Yes,11
14921,Yes,No,9
14922,Yes,No,11
14923,No,No,9
14924,No,No,13
14925,Yes,Yes,10
14926,Yes,No,20
14927,No,No,14
14928,No,No,13
14929,Yes,No,11
14930,No,No,9
14931,Yes,Yes,15
14932,No,Yes,8
14933,No,No,11
14934,Yes,No,12
14935,Yes,Yes,15
14936,No,No,9
14937,Yes,No,10
14938,No,No,7
14939,No,No,7
14940,Yes,No,12
14941,No,No,11
14942,Yes,Yes,10
14943,Yes,No,15
14944,No,Yes,14
14945,Yes,Yes,9
14946,Yes,No,7
14947,No,No,12
14948,No,Yes,12
14949,Yes,Yes,14
14950,No,No,9
14951,No,No,15
14952,Yes,No,11
14953,Yes,No,13
14954,Yes,No,8
14955,No,No,13
14956,No,No,11
14957,Yes,Yes,11
14958,No,No,10
14959,Yes,No,15
14960,No,No,8
14961,Yes,No,11
14962,No,No,11
14963,Yes,No,10
14964,No,No,7
14965,Yes,No,16
14966,Yes,No,15
14967,No,No,9
14968,No,No,9
14969,Yes,Yes,10
14970,No,No,8
14971,No,Yes,7
14972,No,No,7
14973,No,No,11
14974,No,Yes,12
14975,No,No,14
14976,No,No,14
14977,Yes,No,11
14978,Yes,Yes,10
14979,Yes,Yes,17
14980,No,Yes,17
14981,No,No,7
14982,No,No,5
14983,No,Yes,13
14984,Yes,No,10
14985,Yes,Yes,15
14986,Yes,No,12
14987,Yes,No,6
14988,Yes,No,5
14989,No,No,6
14990,No,Yes,9
14991,Yes,No,7
14992,Yes,Yes,5
14993,No,No,12
14994,No,No,10
14995,No,No,11
14996,No,No,12
14997,Yes,No,10
14998,No,Yes,10
14999,No,No,6
15000,Yes,No,9
15001,Yes,No,16
15002,No,Yes,11
15003,Yes,Yes,15
15004,Yes,No,14
15005,Yes,No,9
15006,Yes,No,12
15007,Yes,No,6
15008,Yes,No,12
15009,Yes,No,11
15010,No,No,7
15011,No,Yes,8
15012,Yes,Yes,10
15013,Yes,Yes,9
15014,Yes,Yes,14
15015,Yes,Yes,13
15016,Yes,No,11
15017,No,Yes,15
15018,Yes,No,9
15019,No,Yes,15
15020,Yes,No,10
15021,Yes,Yes,9
15022,No,No,8
15023,Yes,No,8
15024,Yes,No,5
15025,Yes,Yes,9
15026,No,No,6
15027,Yes,Yes,13
15028,No,No,17
15029,No,No,16
15030,No,No,11
15031,Yes,Yes,13
15032,No,No,10
15033,No,No,10
15034,Yes,No,11
15035,Yes,No,10
15036,Yes,Yes,17
15037,Yes,Yes,21
15038,No,No,12
15039,Yes,Yes,15
15040,No,No,13
15041,Yes,No,8
15042,No,No,14
15043,Yes,Yes,7
15044,Yes,No,11
15045,No,No,9
15046,Yes,No,13
15047,Yes,No,9
15048,Yes,No,7
15049,Yes,No,7
15050,Yes,No,5
15051,Yes,Yes,12
15052,Yes,No,11
15053,Yes,Yes,7
15054,Yes,Yes,7
15055,No,No,5
15056,No,No,12
15057,Yes,No,8
15058,Yes,Yes,16
15059,Yes,No,10
15060,No,Yes,4
15061,Yes,Yes,9
15062,Yes,No,13
15063,No,Yes,11
15064,Yes,No,9
15065,Yes,Yes,14
15066,No,No,16
15067,Yes,No,15
15068,No,Yes,10
15069,No,No,10
15070,Yes,Yes,18
15071,No,Yes,10
15072,No,No,12
15073,Yes,No,7
15074,Yes,No,9
15075,Yes,No,12
15076,No,No,15
15077,Yes,No,3
15078,No,No,6
15079,Yes,No,16
15080,Yes,Yes,13
15081,Yes,Yes,13
15082,No,No,8
15083,Yes,No,13
15084,Yes,No,13
15085,Yes,No,11
15086,Yes,Yes,15
15087,Yes,Yes,13
15088,No,No,11
15089,No,Yes,9
15090,Yes,No,14
15091,No,No,7
15092,No,No,11
15093,Yes,Yes,7
15094,No,No,8
15095,No,No,1
15096,Yes,No,11
15097,Yes,No,12
15098,No,No,10
15099,Yes,No,11
15100,Yes,No,6
15101,No,No,7
15102,Yes,No,9
15103,No,Yes,8
15104,Yes,No,8
15105,No,No,12
15106,Yes,Yes,14
15107,Yes,No,10
15108,Yes,No,10
15109,Yes,Yes,13
15110,No,No,4
15111,Yes,No,12
15112,No,No,11
15113,No,Yes,11
15114,No,Yes,15
15115,No,No,13
15116,No,No,4
15117,No,No,7
15118,Yes,No,5
15119,No,No,10
15120,No,No,11
15121,Yes,No,11
15122,Yes,No,13
15123,No,No,10
15124,Yes,Yes,12
15125,Yes,Yes,14
15126,No,No,3
15127,No,No,9
15128,Yes,No,7
15129,No,No,1
15130,Yes,No,15
15131,Yes,No,8
15132,No,No,8
15133,Yes,Yes,8
15134,Yes,No,11
15135,Yes,Yes,11
15136,Yes,No,12
15137,No,No,12
15138,Yes,Yes,12
15139,Yes,No,9
15140,Yes,No,12
15141,No,No,10
15142,No,No,11
15143,Yes,No,10
15144,No,No,10
15145,Yes,No,13
15146,No,No,7
15147,Yes,No,17
15148,Yes,No,9
15149,Yes,No,10
15150,Yes,Yes,3
15151,Yes,No,13
15152,No,No,9
15153,No,No,13
15154,No,No,11
15155,Yes,Yes,13
15156,No,No,11
15157,Yes,No,11
15158,Yes,Yes,9
15159,No,No,9
15160,No,Yes,18
15161,Yes,Yes,12
15162,Yes,Yes,17
15163,Yes,No,9
15164,No,No,12
15165,No,No,13
15166,Yes,No,12
15167,Yes,No,17
15168,Yes,No,11
15169,Yes,No,10
15170,No,No,11
15171,No,No,14
15172,No,No,11
15173,Yes,Yes,6
15174,No,No,6
15175,Yes,No,15
15176,Yes,Yes,11
15177,No,No,9
15178,No,No,7
15179,No,No,6
15180,Yes,Yes,12
15181,Yes,Yes,16
15182,No,No,11
15183,No,No,17
15184,Yes,No,12
15185,Yes,No,12
15186,No,No,9
15187,No,Yes,12
15188,No,No,5
15189,No,No,11
15190,Yes,No,7
15191,No,No,11
15192,Yes,No,5
15193,No,No,10
15194,Yes,No,10
15195,Yes,No,7
15196,No,No,12
15197,No,Yes,7
15198,Yes,Yes,10
15199,Yes,No,9
15200,No,No,11
15201,Yes,Yes,19
15202,Yes,No,9
15203,No,No,7
15204,Yes,No,8
15205,No,No,7
15206,Yes,Yes,10
15207,No,No,11
15208,Yes,Yes,15
15209,No,No,4
15210,No,Yes,9
15211,No,No,10
15212,Yes,Yes,15
15213,No,No,9
15214,No,No,12
15215,No,No,13
15216,No,No,15
15217,Yes,Yes,12
15218,Yes,No,12
15219,Yes,Yes,8
15220,No,Yes,12
15221,No,Yes,9
15222,No,No,9
15223,Yes,No,16
15224,Yes,No,14
15225,Yes,Yes,14
15226,No,No,9
15227,Yes,Yes,9
15228,No,No,11
15229,No,No,10
15230,Yes,Yes,5
15231,No,No,12
15232,Yes,No,8
15233,Yes,Yes,18
15234,No,No,13
15235,Yes,No,10
15236,No,Yes,13
15237,No,No,10
15238,Yes,No,10
15239,No,Yes,9
15240,No,Yes,16
15241,Yes,Yes,7
15242,No,No,7
15243,No,No,15
15244,No,No,15
15245,Yes,No,14
15246,Yes,Yes,12
15247,Yes,No,10
15248,No,No,15
15249,No,No,10
15250,Yes,Yes,14
15251,No,No,12
15252,Yes,No,11
15253,No,Yes,10
15254,No,Yes,13
15255,No,No,11
15256,No,No,14
15257,No,No,5
15258,Yes,Yes,14
15259,Yes,Yes,12
15260,No,No,7
15261,Yes,Yes,18
15262,No,No,13
15263,Yes,Yes,18
15264,Yes,No,11
15265,Yes,No,10
15266,No,Yes,6
15267,Yes,No,5
15268,No,No,11
15269,Yes,No,9
15270,Yes,Yes,11
15271,Yes,Yes,9
15272,Yes,No,13
15273,No,No,14
15274,Yes,No,13
15275,Yes,No,9
15276,Yes,Yes,9
15277,Yes,Yes,14
15278,Yes,Yes,15
15279,Yes,Yes,14
15280,No,Yes,15
15281,No,No,8
15282,No,No,8
15283,No,No,15
15284,No,Yes,12
15285,No,No,12
15286,Yes,No,6
15287,No,Yes,11
15288,Yes,Yes,10
15289,Yes,No,10
15290,Yes,No,4
15291,No,Yes,17
15292,No,No,10
15293,Yes,Yes,7
15294,Yes,No,8
15295,No,No,11
15296,No,No,16
15297,Yes,No,7
15298,Yes,No,11
15299,Yes,Yes,9
15300,Yes,Yes,11
15301,No,Yes,10
15302,Yes,Yes,12
15303,Yes,No,12
15304,Yes,No,11
15305,Yes,No,11
15306,No,No,8
15307,Yes,Yes,7
15308,No,Yes,10
15309,Yes,No,13
15310,Yes,Yes,27
15311,Yes,Yes,15
15312,Yes,Yes,16
15313,No,Yes,10
15314,Yes,Yes,13
15315,No,No,12
15316,Yes,No,5
15317,Yes,Yes,18
15318,Yes,No,10
15319,No,No,7
15320,Yes,No,11
15321,No,No,6
15322,Yes,Yes,10
15323,Yes,Yes,10
15324,No,No,9
15325,Yes,Yes,13
15326,No,No,10
15327,Yes,Yes,5
15328,No,Yes,7
15329,Yes,No,9
15330,Yes,No,10
15331,No,No,11
15332,Yes,No,12
15333,Yes,No,10
15334,Yes,No,10
15335,Yes,Yes,3
15336,Yes,No,11
15337,Yes,No,8
15338,Yes,Yes,10
15339,No,No,14
15340,No,Yes,9
15341,Yes,Yes,18
15342,No,Yes,13
15343,No,No,10
15344,Yes,No,13
15345,Yes,No,10
15346,Yes,No,11
15347,Yes,Yes,7
15348,Yes,Yes,14
15349,Yes,No,13
15350,No,Yes,9
15351,No,No,14
15352,No,No,13
15353,Yes,No,13
15354,Yes,Yes,14
15355,No,Yes,15
15356,Yes,Yes,9
15357,Yes,No,15
15358,No,Yes,13
15359,Yes,Yes,12
15360,Yes,Yes,16
15361,Yes,No,13
15362,Yes,Yes,9
15363,No,No,11
15364,No,No,9
15365,No,No,13
15366,Yes,No,15
15367,No,No,12
15368,Yes,No,10
15369,Yes,No,9
15370,Yes,No,10
15371,Yes,Yes,15
15372,Yes,Yes,8
15373,No,No,17
15374,Yes,Yes,14
15375,No,No,8
15376,Yes,No,11
15377,No,Yes,10
15378,No,Yes,11
15379,No,Yes,11
15380,Yes,No,12
15381,Yes,No,13
15382,Yes,Yes,7
15383,No,Yes,9
15384,Yes,No,13
15385,No,Yes,12
15386,No,No,13
15387,No,No,11
15388,No,No,13
15389,Yes,Yes,10
15390,No,No,9
15391,No,Yes,9
15392,No,No,10
15393,No,Yes,10
15394,No,Yes,7
15395,Yes,No,13
15396,Yes,Yes,12
15397,Yes,No,13
15398,No,No,14
15399,Yes,No,17
15400,Yes,No,12
15401,Yes,No,12
15402,No,No,17
15403,Yes,No,8
15404,No,No,15
15405,No,No,12
15406,Yes,No,20
15407,No,No,11
15408,No,No,10
15409,Yes,Yes,12
15410,Yes,Yes,13
15411,No,Yes,9
15412,Yes,No,14
15413,Yes,No,13
15414,No,No,6
15415,No,No,8
15416,No,No,10
15417,No,No,16
15418,Yes,No,11
15419,No,No,13
15420,Yes,Yes,12
15421,No,Yes,11
15422,No,No,9
15423,Yes,Yes,16
15424,No,No,14
15425,Yes,No,12
15426,No,Yes,16
15427,No,No,13
15428,Yes,Yes,16
15429,Yes,No,8
15430,No,No,10
15431,No,No,8
15432,Yes,Yes,13
15433,No,No,7
15434,No,Yes,14
15435,Yes,No,11
15436,No,No,12
15437,Yes,Yes,10
15438,Yes,No,15
15439,No,No,6
15440,Yes,Yes,11
15441,Yes,Yes,13
15442,Yes,No,12
15443,No,No,17
15444,Yes,No,13
15445,No,No,7
15446,No,No,10
15447,Yes,No,12
15448,Yes,Yes,17
15449,Yes,No,13
15450,No,Yes,7
15451,Yes,No,4
15452,Yes,Yes,12
15453,Yes,Yes,15
15454,No,No,11
15455,No,Yes,11
15456,No,Yes,8
15457,Yes,Yes,9
15458,No,Yes,8
15459,No,No,4
15460,No,Yes,4
15461,No,No,13
15462,Yes,Yes,10
15463,Yes,No,11
15464,Yes,No,12
15465,Yes,No,11
15466,No,No,14
15467,No,No,10
15468,Yes,No,9
15469,Yes,No,15
15470,No,Yes,11
15471,No,Yes,9
15472,Yes,Yes,10
15473,No,No,7
15474,Yes,Yes,14
15475,No,No,10
15476,Yes,Yes,12
15477,No,No,7
15478,No,No,11
15479,Yes,No,13
15480,No,No,14
15481,No,No,9
15482,Yes,No,8
15483,No,No,12
15484,Yes,Yes,14
15485,Yes,Yes,17
15486,Yes,No,5
15487,Yes,No,17
15488,No,No,13
15489,No,No,11
15490,No,No,12
15491,No,Yes,18
15492,No,Yes,9
15493,Yes,Yes,6
15494,No,Yes,10
15495,Yes,Yes,16
15496,No,Yes,9
15497,Yes,Yes,14
15498,No,Yes,13
15499,Yes,No,9
15500,Yes,Yes,17
15501,Yes,Yes,8
15502,No,No,12
15503,No,No,6
15504,Yes,Yes,13
15505,No,No,9
15506,No,No,8
15507,No,Yes,11
15508,No,Yes,8
15509,No,No,5
15510,Yes,Yes,13
15511,No,No,9
15512,Yes,No,9
15513,Yes,Yes,18
15514,Yes,No,13
15515,Yes,No,10
15516,Yes,Yes,12
15517,Yes,No,6
15518,No,Yes,11
15519,No,No,8
15520,No,No,16
15521,No,No,14
15522,Yes,No,13
15523,No,No,8
15524,Yes,No,16
15525,Yes,No,13
15526,No,No,8
15527,No,No,7
15528,Yes,Yes,13
15529,Yes,No,11
15530,No,Yes,11
15531,No,Yes,15
15532,Yes,No,11
15533,No,No,7
15534,Yes,No,7
15535,No,No,15
15536,Yes,No,6
15537,Yes,No,11
15538,Yes,No,16
15539,Yes,No,7
15540,Yes,No,14
15541,Yes,Yes,10
15542,No,No,7
15543,No,No,8
15544,No,No,10
15545,No,Yes,12
15546,No,No,9
15547,Yes,Yes,10
15548,Yes,No,12
15549,Yes,Yes,8
15550,No,No,12
15551,Yes,Yes,17
15552,Yes,No,8
15553,Yes,Yes,15
15554,Yes,No,8
15555,No,No,12
15556,Yes,No,13
15557,No,No,11
15558,Yes,No,7
15559,No,Yes,8
15560,Yes,No,15
15561,No,Yes,9
15562,No,Yes,12
15563,Yes,No,13
15564,Yes,No,12
15565,No,Yes,8
15566,Yes,No,6
15567,Yes,No,9
15568,No,No,18
15569,No,Yes,10
15570,Yes,Yes,6
15571,Yes,No,13
15572,Yes,No,11
15573,Yes,No,6
15574,No,Yes,4
15575,Yes,No,4
15576,No,Yes,19
15577,Yes,Yes,19
15578,Yes,Yes,19
15579,Yes,No,11
15580,Yes,Yes,5
15581,No,No,11
15582,No,No,12
15583,Yes,Yes,7
15584,Yes,Yes,9
15585,No,No,12
15586,Yes,Yes,8
15587,Yes,No,16
15588,No,No,4
15589,Yes,Yes,8
15590,No,No,13
15591,Yes,No,12
15592,No,No,9
15593,Yes,No,11
15594,Yes,No,11
15595,Yes,Yes,8
15596,Yes,No,11
15597,No,No,13
15598,Yes,No,9
15599,Yes,Yes,11
15600,No,Yes,19
15601,Yes,Yes,15
15602,Yes,No,12
15603,Yes,No,11
15604,Yes,No,12
15605,Yes,No,14
15606,No,No,12
15607,No,No,14
15608,Yes,No,13
15609,No,No,10
15610,Yes,No,6
15611,Yes,No,11
15612,Yes,No,15
15613,Yes,No,12
15614,No,No,9
15615,Yes,No,14
15616,Yes,Yes,9
15617,No,No,9
15618,No,No,9
15619,Yes,No,9
15620,No,No,11
15621,No,No,7
15622,Yes,Yes,17
15623,Yes,No,10
15624,No,No,7
15625,Yes,No,11
15626,Yes,No,12
15627,No,No,15
15628,No,No,6
15629,No,No,14
15630,No,Yes,6
15631,Yes,Yes,5
15632,Yes,No,12
15633,No,Yes,10
15634,No,No,11
15635,No,Yes,7
15636,No,No,10
15637,Yes,No,10
15638,Yes,Yes,11
15639,No,No,4
15640,Yes,Yes,12
15641,No,No,8
15642,No,No,16
15643,No,No,16
15644,Yes,Yes,13
15645,Yes,Yes,9
15646,No,No,9
15647,No,No,8
15648,Yes,Yes,9
15649,No,No,14
15650,Yes,No,13
15651,Yes,No,8
15652,Yes,No,15
15653,No,No,13
15654,Yes,No,10
15655,Yes,No,12
15656,No,No,2
15657,Yes,No,8
15658,No,No,7
15659,No,Yes,8
15660,Yes,Yes,7
15661,No,No,7
15662,No,No,8
15663,Yes,Yes,9
15664,Yes,No,10
15665,No,No,11
15666,No,No,16
15667,No,No,10
15668,Yes,No,8
15669,No,No,11
15670,Yes,Yes,9
15671,No,No,13
15672,No,No,15
15673,Yes,No,11
15674,No,Yes,5
15675,Yes,No,4
15676,No,No,9
15677,Yes,No,10
15678,No,Yes,9
15679,No,Yes,8
15680,Yes,No,8
15681,Yes,Yes,12
15682,Yes,No,9
15683,Yes,No,8
15684,No,No,7
15685,No,No,13
15686,Yes,No,14
15687,No,Yes,12
15688,Yes,No,10
15689,Yes,Yes,8
15690,No,Yes,14
15691,No,No,5
15692,Yes,Yes,15
15693,No,No,6
15694,Yes,No,0
15695,Yes,No,17
15696,Yes,Yes,13
15697,No,No,10
15698,No,No,10
15699,Yes,No,12
15700,Yes,Yes,9
15701,No,No,8
15702,Yes,No,7
15703,No,No,9
15704,Yes,No,7
15705,No,No,8
15706,Yes,Yes,8
15707,No,No,10
15708,Yes,Yes,16
15709,No,Yes,8
15710,Yes,Yes,19
15711,Yes,Yes,11
15712,No,Yes,9
15713,Yes,No,15
15714,No,Yes,10
15715,No,Yes,3
15716,Yes,No,5
15717,Yes,No,5
15718,No,Yes,16
15719,Yes,Yes,14
15720,Yes,Yes,14
15721,Yes,Yes,11
15722,No,No,9
15723,Yes,No,7
15724,No,No,13
15725,Yes,No,8
15726,Yes,No,10
15727,Yes,No,10
15728,Yes,No,11
15729,Yes,No,10
15730,No,No,7
15731,Yes,Yes,19
15732,Yes,Yes,11
15733,No,Yes,7
15734,Yes,Yes,15
15735,Yes,Yes,13
15736,No,No,9
15737,Yes,Yes,7
15738,Yes,No,8
15739,Yes,Yes,17
15740,No,No,8
15741,Yes,No,13
15742,Yes,Yes,7
15743,Yes,No,12
15744,Yes,Yes,13
15745,No,No,9
15746,Yes,No,11
15747,Yes,Yes,13
15748,No,No,8
15749,No,Yes,8
15750,Yes,Yes,14
15751,No,No,10
15752,Yes,Yes,11
15753,Yes,Yes,7
15754,Yes,Yes,8
15755,No,No,10
15756,Yes,Yes,10
15757,No,No,12
15758,Yes,No,10
15759,No,No,14
15760,Yes,No,14
15761,Yes,No,12
15762,Yes,No,13
15763,Yes,No,7
15764,Yes,Yes,11
15765,Yes,No,10
15766,No,No,10
15767,No,No,9
15768,Yes,No,14
15769,Yes,Yes,12
15770,Yes,Yes,16
15771,No,No,14
15772,No,Yes,12
15773,Yes,Yes,13
15774,No,No,9
15775,No,Yes,11
15776,Yes,No,12
15777,Yes,No,12
15778,No,No,13
15779,Yes,No,8
15780,Yes,Yes,5
15781,No,No,8
15782,Yes,No,7
15783,No,No,8
15784,Yes,No,13
15785,Yes,Yes,10
15786,No,No,8
15787,Yes,Yes,12
15788,Yes,Yes,16
15789,Yes,Yes,22
15790,Yes,Yes,13
15791,No,No,13
15792,Yes,Yes,9
15793,Yes,No,3
15794,Yes,No,9
15795,Yes,Yes,11
15796,Yes,Yes,11
15797,Yes,Yes,10
15798,Yes,No,8
15799,Yes,No,12
15800,No,Yes,8
15801,Yes,No,13
15802,No,No,9
15803,Yes,No,10
15804,No,No,11
15805,Yes,No,8
15806,No,No,10
15807,No,No,6
15808,Yes,No,11
15809,No,No,11
15810,Yes,Yes,21
15811,Yes,No,12
15812,No,No,9
15813,Yes,No,4
15814,Yes,No,6
15815,Yes,No,9
15816,Yes,Yes,9
15817,No,No,7
15818,Yes,No,11
15819,No,No,9
15820,Yes,No,15
15821,Yes,No,11
15822,No,No,10
15823,Yes,No,11
15824,Yes,No,14
15825,No,Yes,6
15826,No,No,8
15827,No,No,8
15828,Yes,No,11
15829,Yes,No,8
15830,No,No,11
15831,Yes,No,12
15832,Yes,No,12
15833,Yes,No,11
15834,Yes,Yes,11
15835,Yes,No,14
15836,Yes,Yes,20
15837,Yes,Yes,9
15838,Yes,No,8
15839,Yes,Yes,13
15840,Yes,Yes,14
15841,Yes,No,8
15842,No,Yes,16
15843,Yes,No,8
15844,Yes,No,14
15845,No,No,10
15846,Yes,No,18
15847,No,No,13
15848,No,Yes,5
15849,Yes,No,8
15850,No,Yes,12
15851,No,Yes,7
15852,Yes,No,15
15853,Yes,No,10
15854,No,No,10
15855,Yes,No,5
15856,Yes,Yes,12
15857,Yes,No,18
15858,No,No,8
15859,Yes,No,6
15860,No,No,12
15861,No,No,7
15862,Yes,Yes,8
15863,Yes,No,11
15864,Yes,No,11
15865,Yes,No,11
15866,Yes,No,16
15867,No,Yes,9
15868,No,No,8
15869,Yes,No,9
15870,Yes,No,12
15871,Yes,No,10
15872,Yes,Yes,9
15873,Yes,No,8
15874,No,No,9
15875,Yes,No,8
15876,Yes,No,13
15877,No,No,10
15878,Yes,No,6
15879,Yes,Yes,18
15880,No,No,12
